Date,Open,High,Low,Close,Volume,Volatility,sentiment,RSI
2019-01-23,0.6610937942760007,0.4656983784441948,0.4027911564710642,0.3772940284531927,0.27893017243042645,0.021082464044069486,0.27855628177472186,0.8237890481149073
2019-01-24,0.520166241617078,0.4645293970410105,0.5789272671914478,0.5140725163603257,0.10672793810255793,0.01081535965460445,0.5381534357084189,0.9257877337171703
2019-01-25,0.7934258996882999,0.6419250309495901,0.8444708358334942,0.6152826569778185,0.21334731128161927,0.0013204273616473415,0.7677500072554532,1.0
2019-01-28,0.553697931425333,0.3816101907036167,0.4213976792591563,0.37458370553863674,0.2192006843191861,0.008232169900214288,0.28794470508221554,0.6695001941982688
2019-01-29,0.42759988665344295,0.29623666461463216,0.21334292444683456,0.05190676786195603,0.19255918653486243,0.035925112750947966,0.3730855941132602,0.28512917279484284
2019-01-30,0.3408897704732201,0.5977499813964169,0.4711634507354461,0.6273952014660988,0.2815457638455651,0.05248760248507643,1.0,0.748751943685166
2019-01-31,1.0,1.0,1.0,1.0,0.6706518397509695,0.050811358649734344,0.37989553431349693,0.9839476313235873
2019-02-01,0.48927930480778414,0.5714343699474345,0.4919066077193026,0.28261836499955706,1.0,0.03308947123137101,0.3065441053818582,0.2944570773139734
2019-02-04,0.3494852177198453,0.41293185677271715,0.4161451201945763,0.33236949795166204,0.23724304264774937,0.0075556543826447034,0.3382085368215717,0.32991012711437984
2019-02-05,0.5416076320015133,0.518667848275955,0.6743217521824842,0.528181046600471,0.16255590643350087,0.011867110928722635,0.603588171900708,0.46986680233285716
2019-02-06,0.8005100595069461,0.5660224190067726,0.592773547044235,0.3986053346580487,0.1349314072921156,0.025992799179686447,0.455119905384072,0.35008292072618064
2019-02-07,0.3685652214980646,0.2499577191332758,0.23283971148316418,0.19206981791827893,0.18972942379552754,0.01241217653686315,0.03637666286641143,0.1644275290350703
2019-02-08,0.0,0.0,0.0,0.0,0.3309537377076594,0.0002692257353684407,0.0,0.0
2019-02-11,0.13960517615944035,0.14003423058970021,0.17132245193018214,0.04500101358651243,0.05193210833338707,0.00610053050693254,0.4824001205290667,0.04102117778526804
2019-02-12,0.1699253801832441,0.34081761048836334,0.28598848710274183,0.3872442550436137,0.23246309885968247,0.03399632893593367,0.934964530235151,0.33724124106778497
2019-02-13,0.5761783319165037,0.4585951928345793,0.6263035694254757,0.4056789061879247,0.07126142407851671,0.004719813197059095,0.6141381683978124,0.3525188683067828
2019-02-14,0.3636535373571359,0.33357912610522256,0.34991836276843635,0.28319310196828695,0.14002225323668832,0.00048530531521321686,0.057926379800058075,0.2262351800060225
2019-02-15,0.39539057334466854,0.272761650915637,0.3360213378535004,0.16180405033626322,0.17781712470173588,0.018401023578762037,0.07057287891457507,0.10257599892994396
2019-02-19,0.14168319637291127,0.30719586526948106,0.30094492647307547,0.3098931241706566,0.0994668227394635,0.020291124846179936,0.7145525857594069,0.2481961780813604
2019-02-20,0.41560404269386986,0.3134872582380037,0.38605418860426255,0.2738562251661989,0.06562608130792436,0.005186245921380441,0.3039518827837424,0.20812829027971702
2019-02-21,0.3197317464815317,0.23656990549380552,0.3040608513418963,0.25365875029609164,0.09056282680421651,0.0,0.2123740527298535,0.18447105052448665
2019-02-22,0.35420799093227373,0.313554907624761,0.48442838803413935,0.33749312209150517,0.0,0.0,0.33442478340717513,0.27873189405151555
